run,type,module,name,attrname,attrvalue,value
General-55-20210826-18:26:39-13484,runattr,,,resultdir,results,
General-55-20210826-18:26:39-13484,runattr,,,runnumber,55,
General-55-20210826-18:26:39-13484,runattr,,,seedset,55,
General-55-20210826-18:26:39-13484,itervar,,,xValues,530000,
General-55-20210826-18:26:39-13484,param,,,*.numHosts,2,
General-55-20210826-18:26:39-13484,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-55-20210826-18:26:39-13484,param,,,*.host[*].numApps,1,
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].destPort,5000,
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].messageLength,100B,
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].sendInterval,1s,
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].startTime,0s,
General-55-20210826-18:26:39-13484,param,,,*.host[0].app[0].stopTime,10000s,
General-55-20210826-18:26:39-13484,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-55-20210826-18:26:39-13484,param,,,*.host[1].app[0].localPort,5000,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].mac.useAck,false,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-55-20210826-18:26:39-13484,param,,,*.host[*].**.bitrate,10 Mbps,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-55-20210826-18:26:39-13484,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-55-20210826-18:26:39-13484,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-55-20210826-18:26:39-13484,param,,,*.host[*].mobility.initFromDisplayString,false,
General-55-20210826-18:26:39-13484,param,,,*.host[0].mobility.initialX,530000m,
General-55-20210826-18:26:39-13484,param,,,*.host[0].mobility.initialY,0m,
General-55-20210826-18:26:39-13484,param,,,*.host[0].mobility.initialZ,30000m,
General-55-20210826-18:26:39-13484,param,,,*.host[1].mobility.initialX,0m,
General-55-20210826-18:26:39-13484,param,,,*.host[1].mobility.initialY,0m,
General-55-20210826-18:26:39-13484,param,,,*.host[1].mobility.initialZ,30000m,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-55-20210826-18:26:39-13484,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-55-20210826-18:26:39-13484,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-42-20210826-18:26:29-20020,runattr,,,configname,General,
General-42-20210826-18:26:29-20020,runattr,,,datetime,20210826-18:26:29,
General-42-20210826-18:26:29-20020,runattr,,,experiment,General,
General-42-20210826-18:26:29-20020,runattr,,,inifile,omnetpp.ini,
General-42-20210826-18:26:29-20020,runattr,,,iterationvars,$xValues=420000,
General-42-20210826-18:26:29-20020,runattr,,,iterationvarsf,xValues=420000-,
General-42-20210826-18:26:29-20020,runattr,,,measurement,$xValues=420000,
General-42-20210826-18:26:29-20020,runattr,,,network,traceBasedRadioModel,
General-42-20210826-18:26:29-20020,runattr,,,processid,20020,
General-42-20210826-18:26:29-20020,runattr,,,repetition,2,
General-42-20210826-18:26:29-20020,runattr,,,replication,#2,
General-42-20210826-18:26:29-20020,runattr,,,resultdir,results,
General-42-20210826-18:26:29-20020,runattr,,,runnumber,42,
General-42-20210826-18:26:29-20020,runattr,,,seedset,42,
General-42-20210826-18:26:29-20020,itervar,,,xValues,420000,
General-42-20210826-18:26:29-20020,param,,,*.numHosts,2,
General-42-20210826-18:26:29-20020,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-42-20210826-18:26:29-20020,param,,,*.host[*].numApps,1,
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].destPort,5000,
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].messageLength,100B,
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].sendInterval,1s,
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].startTime,0s,
General-42-20210826-18:26:29-20020,param,,,*.host[0].app[0].stopTime,10000s,
General-42-20210826-18:26:29-20020,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-42-20210826-18:26:29-20020,param,,,*.host[1].app[0].localPort,5000,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].mac.useAck,false,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-42-20210826-18:26:29-20020,param,,,*.host[*].**.bitrate,10 Mbps,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-42-20210826-18:26:29-20020,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-42-20210826-18:26:29-20020,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-42-20210826-18:26:29-20020,param,,,*.host[*].mobility.initFromDisplayString,false,
General-42-20210826-18:26:29-20020,param,,,*.host[0].mobility.initialX,420000m,
General-42-20210826-18:26:29-20020,param,,,*.host[0].mobility.initialY,0m,
General-42-20210826-18:26:29-20020,param,,,*.host[0].mobility.initialZ,30000m,
General-42-20210826-18:26:29-20020,param,,,*.host[1].mobility.initialX,0m,
General-42-20210826-18:26:29-20020,param,,,*.host[1].mobility.initialY,0m,
General-42-20210826-18:26:29-20020,param,,,*.host[1].mobility.initialZ,30000m,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-42-20210826-18:26:29-20020,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-42-20210826-18:26:29-20020,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-20-20210826-18:26:14-19424,runattr,,,configname,General,
General-20-20210826-18:26:14-19424,runattr,,,datetime,20210826-18:26:14,
General-20-20210826-18:26:14-19424,runattr,,,experiment,General,
General-20-20210826-18:26:14-19424,runattr,,,inifile,omnetpp.ini,
General-20-20210826-18:26:14-19424,runattr,,,iterationvars,$xValues=275000,
General-20-20210826-18:26:14-19424,runattr,,,iterationvarsf,xValues=275000-,
General-20-20210826-18:26:14-19424,runattr,,,measurement,$xValues=275000,
General-20-20210826-18:26:14-19424,runattr,,,network,traceBasedRadioModel,
General-20-20210826-18:26:14-19424,runattr,,,processid,19424,
General-20-20210826-18:26:14-19424,runattr,,,repetition,0,
General-20-20210826-18:26:14-19424,runattr,,,replication,#0,
General-20-20210826-18:26:14-19424,runattr,,,resultdir,results,
General-20-20210826-18:26:14-19424,runattr,,,runnumber,20,
General-20-20210826-18:26:14-19424,runattr,,,seedset,20,
General-20-20210826-18:26:14-19424,itervar,,,xValues,275000,
General-20-20210826-18:26:14-19424,param,,,*.numHosts,2,
General-20-20210826-18:26:14-19424,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-20-20210826-18:26:14-19424,param,,,*.host[*].numApps,1,
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].destPort,5000,
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].messageLength,100B,
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].sendInterval,1s,
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].startTime,0s,
General-20-20210826-18:26:14-19424,param,,,*.host[0].app[0].stopTime,10000s,
General-20-20210826-18:26:14-19424,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-20-20210826-18:26:14-19424,param,,,*.host[1].app[0].localPort,5000,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].mac.useAck,false,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-20-20210826-18:26:14-19424,param,,,*.host[*].**.bitrate,10 Mbps,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-20-20210826-18:26:14-19424,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-20-20210826-18:26:14-19424,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-20-20210826-18:26:14-19424,param,,,*.host[*].mobility.initFromDisplayString,false,
General-20-20210826-18:26:14-19424,param,,,*.host[0].mobility.initialX,275000m,
General-20-20210826-18:26:14-19424,param,,,*.host[0].mobility.initialY,0m,
General-20-20210826-18:26:14-19424,param,,,*.host[0].mobility.initialZ,30000m,
General-20-20210826-18:26:14-19424,param,,,*.host[1].mobility.initialX,0m,
General-20-20210826-18:26:14-19424,param,,,*.host[1].mobility.initialY,0m,
General-20-20210826-18:26:14-19424,param,,,*.host[1].mobility.initialZ,30000m,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-20-20210826-18:26:14-19424,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-20-20210826-18:26:14-19424,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-27-20210826-18:26:17-2432,runattr,,,configname,General,
General-27-20210826-18:26:17-2432,runattr,,,datetime,20210826-18:26:17,
General-27-20210826-18:26:17-2432,runattr,,,experiment,General,
General-27-20210826-18:26:17-2432,runattr,,,inifile,omnetpp.ini,
General-27-20210826-18:26:17-2432,runattr,,,iterationvars,$xValues=275000,
General-27-20210826-18:26:17-2432,runattr,,,iterationvarsf,xValues=275000-,
General-27-20210826-18:26:17-2432,runattr,,,measurement,$xValues=275000,
General-27-20210826-18:26:17-2432,runattr,,,network,traceBasedRadioModel,
General-27-20210826-18:26:17-2432,runattr,,,processid,2432,
General-27-20210826-18:26:17-2432,runattr,,,repetition,7,
General-27-20210826-18:26:17-2432,runattr,,,replication,#7,
General-27-20210826-18:26:17-2432,runattr,,,resultdir,results,
General-27-20210826-18:26:17-2432,runattr,,,runnumber,27,
General-27-20210826-18:26:17-2432,runattr,,,seedset,27,
General-27-20210826-18:26:17-2432,itervar,,,xValues,275000,
General-27-20210826-18:26:17-2432,param,,,*.numHosts,2,
General-27-20210826-18:26:17-2432,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-27-20210826-18:26:17-2432,param,,,*.host[*].numApps,1,
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].destPort,5000,
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].messageLength,100B,
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].sendInterval,1s,
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].startTime,0s,
General-27-20210826-18:26:17-2432,param,,,*.host[0].app[0].stopTime,10000s,
General-27-20210826-18:26:17-2432,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-27-20210826-18:26:17-2432,param,,,*.host[1].app[0].localPort,5000,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].mac.useAck,false,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-27-20210826-18:26:17-2432,param,,,*.host[*].**.bitrate,10 Mbps,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-27-20210826-18:26:17-2432,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-27-20210826-18:26:17-2432,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-27-20210826-18:26:17-2432,param,,,*.host[*].mobility.initFromDisplayString,false,
General-27-20210826-18:26:17-2432,param,,,*.host[0].mobility.initialX,275000m,
General-27-20210826-18:26:17-2432,param,,,*.host[0].mobility.initialY,0m,
General-27-20210826-18:26:17-2432,param,,,*.host[0].mobility.initialZ,30000m,
General-27-20210826-18:26:17-2432,param,,,*.host[1].mobility.initialX,0m,
General-27-20210826-18:26:17-2432,param,,,*.host[1].mobility.initialY,0m,
General-27-20210826-18:26:17-2432,param,,,*.host[1].mobility.initialZ,30000m,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-27-20210826-18:26:17-2432,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-27-20210826-18:26:17-2432,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-43-20210826-18:26:30-1872,runattr,,,configname,General,
General-43-20210826-18:26:30-1872,runattr,,,datetime,20210826-18:26:30,
General-43-20210826-18:26:30-1872,runattr,,,experiment,General,
General-43-20210826-18:26:30-1872,runattr,,,inifile,omnetpp.ini,
General-43-20210826-18:26:30-1872,runattr,,,iterationvars,$xValues=420000,
General-43-20210826-18:26:30-1872,runattr,,,iterationvarsf,xValues=420000-,
General-43-20210826-18:26:30-1872,runattr,,,measurement,$xValues=420000,
General-43-20210826-18:26:30-1872,runattr,,,network,traceBasedRadioModel,
General-43-20210826-18:26:30-1872,runattr,,,processid,1872,
General-43-20210826-18:26:30-1872,runattr,,,repetition,3,
General-43-20210826-18:26:30-1872,runattr,,,replication,#3,
General-43-20210826-18:26:30-1872,runattr,,,resultdir,results,
General-43-20210826-18:26:30-1872,runattr,,,runnumber,43,
General-43-20210826-18:26:30-1872,runattr,,,seedset,43,
General-43-20210826-18:26:30-1872,itervar,,,xValues,420000,
General-43-20210826-18:26:30-1872,param,,,*.numHosts,2,
General-43-20210826-18:26:30-1872,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-43-20210826-18:26:30-1872,param,,,*.host[*].numApps,1,
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].destPort,5000,
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].messageLength,100B,
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].sendInterval,1s,
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].startTime,0s,
General-43-20210826-18:26:30-1872,param,,,*.host[0].app[0].stopTime,10000s,
General-43-20210826-18:26:30-1872,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-43-20210826-18:26:30-1872,param,,,*.host[1].app[0].localPort,5000,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].mac.useAck,false,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-43-20210826-18:26:30-1872,param,,,*.host[*].**.bitrate,10 Mbps,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-43-20210826-18:26:30-1872,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-43-20210826-18:26:30-1872,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-43-20210826-18:26:30-1872,param,,,*.host[*].mobility.initFromDisplayString,false,
General-43-20210826-18:26:30-1872,param,,,*.host[0].mobility.initialX,420000m,
General-43-20210826-18:26:30-1872,param,,,*.host[0].mobility.initialY,0m,
General-43-20210826-18:26:30-1872,param,,,*.host[0].mobility.initialZ,30000m,
General-43-20210826-18:26:30-1872,param,,,*.host[1].mobility.initialX,0m,
General-43-20210826-18:26:30-1872,param,,,*.host[1].mobility.initialY,0m,
General-43-20210826-18:26:30-1872,param,,,*.host[1].mobility.initialZ,30000m,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-43-20210826-18:26:30-1872,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-43-20210826-18:26:30-1872,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-32-20210826-18:26:23-11300,runattr,,,configname,General,
General-32-20210826-18:26:23-11300,runattr,,,datetime,20210826-18:26:23,
General-32-20210826-18:26:23-11300,runattr,,,experiment,General,
General-32-20210826-18:26:23-11300,runattr,,,inifile,omnetpp.ini,
General-32-20210826-18:26:23-11300,runattr,,,iterationvars,$xValues=370000,
General-32-20210826-18:26:23-11300,runattr,,,iterationvarsf,xValues=370000-,
General-32-20210826-18:26:23-11300,runattr,,,measurement,$xValues=370000,
General-32-20210826-18:26:23-11300,runattr,,,network,traceBasedRadioModel,
General-32-20210826-18:26:23-11300,runattr,,,processid,11300,
General-32-20210826-18:26:23-11300,runattr,,,repetition,2,
General-32-20210826-18:26:23-11300,runattr,,,replication,#2,
General-32-20210826-18:26:23-11300,runattr,,,resultdir,results,
General-32-20210826-18:26:23-11300,runattr,,,runnumber,32,
General-32-20210826-18:26:23-11300,runattr,,,seedset,32,
General-32-20210826-18:26:23-11300,itervar,,,xValues,370000,
General-32-20210826-18:26:23-11300,param,,,*.numHosts,2,
General-32-20210826-18:26:23-11300,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-32-20210826-18:26:23-11300,param,,,*.host[*].numApps,1,
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].destPort,5000,
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].messageLength,100B,
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].sendInterval,1s,
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].startTime,0s,
General-32-20210826-18:26:23-11300,param,,,*.host[0].app[0].stopTime,10000s,
General-32-20210826-18:26:23-11300,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-32-20210826-18:26:23-11300,param,,,*.host[1].app[0].localPort,5000,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].mac.useAck,false,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-32-20210826-18:26:23-11300,param,,,*.host[*].**.bitrate,10 Mbps,
General-32-20210826-18:26:23-11300,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-32-20210826-18:26:23-11300,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-32-20210826-18:26:23-11300,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-32-20210826-18:26:23-11300,param,,,*.host[*].mobility.initFromDisplayString,false,
General-32-20210826-18:26:23-11300,param,,,*.host[0].mobility.initialX,370000m,
General-32-20210826-18:26:23-11300,param,,,*.host[0].mobility.initialY,0m,
General-32-20210826-18:26:23-11300,param,,,*.host[0].mobility.initialZ,30000m,
General-32-20210826-18:26:23-11300,param,,,*.host[1].mobility.initialX,0m,
